0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.358400388614532858e+03,4.684126131292856030e+02,-1.032388637563983025e+00
6.199582274216838869e+02,2.267059582560561921e+03,-7.463104855143165572e-02
4.417018146729682826e+02,1.061122931310223748e+03,-1.074414605030347136e+00
-1.999317398381540897e+03,-4.969755840411790473e+02,-1.446656915924576126e+00
-2.392576573371535233e+03,-1.872619200793602431e+03,-2.062923531967197910e+00
-6.732707909530569168e+01,-3.847655490917251200e+02,8.305483362403189851e-01
-1.041556361027802723e+03,3.916406412429228112e+02,8.809853235653793968e-01
-8.438380123187445179e+02,1.636188360163767470e+02,1.921313892231657050e+00
1.769423426493790430e+01,1.890413395613451939e+03,2.085504887925766049e+00
-2.433622266587353806e+03,1.892247495035427846e+03,1.606112935130908248e+00
-4.690526973606290085e+03,-1.047329513891933857e+03,-1.031668256261139671e+00
-3.811412151553886360e+03,5.955247377988602011e+02,1.094011455627002416e+00
-5.113146337716177186e+03,6.828998625914166496e+02,8.103147912360200156e-01
-3.092017385218138315e+03,2.261076717792324757e+02,1.380716482644541721e+00
-6.376594942535867631e+03,-2.186739705077913186e+03,-1.336708170309711008e+00
-8.873756403004686945e+03,-3.658874575938599264e+03,-3.331458659782864373e+00
-1.146171332733333475e+04,-5.435691987143697588e+03,-5.627580913252590911e+00
-1.346902956332471877e+04,-5.728934003268468587e+03,-6.525729699083526292e+00
-1.422933290575983483e+04,-8.508518937533477583e+03,-9.626916306105732346e+00
-1.349058284819579239e+04,-7.779432024893871130e+03,-8.761464337848300588e+00
-1.617066436337122650e+04,-9.713491952850068628e+03,-9.854509845240190913e+00
-1.230941880289412802e+04,-7.389744080758535347e+03,-6.054757064400460465e+00
-1.222243878487911934e+04,-5.844830499180541665e+03,-2.706469004916565613e+00
-1.194670352746018398e+04,-3.587833325919450544e+03,-1.729021400458760294e+00
-9.346007153611823014e+03,-2.072094518914183482e+03,-4.132414768659948834e-01
-8.076760856200667149e+03,-4.061086806371939929e+03,-1.720260696221789454e+00
-4.413981991400946754e+03,-2.098962902680056686e+03,-5.097882511851019594e-01
-4.761945408527997643e+03,-1.420232827420732747e+03,4.773641588948751568e-01
-5.820915920865346379e+03,-5.327665192071851834e+02,1.038666320565974743e+00
-6.145314508308364566e+03,2.549088777970295723e+03,3.218174414624895618e+00
-5.731930931851740752e+03,-6.268269262297239948e+02,7.231694179299292813e-01
-4.582252612733853312e+03,1.820908574769148800e+03,3.424310802875114135e+00
